"","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"844","Fjerde akt",4,"Barselsstuen Komedie",23,"Scene 6",6,"Corfitz","(råber højt)",NA,NA,"Barselsstuen",3,"(1724)"
"845","Fjerde akt",4,"Barselsstuen Komedie",24,"Scene 6",6,"Corfitz",NA,"Marie! Marie! Marie!",NA,"Barselsstuen",4,"(1724)"
"846","Fjerde akt",4,"Barselsstuen Komedie",25,"Scene 6",6,"Corfitz",NA,NA,"(Pigen kommer ind)","Barselsstuen",2,"(1724)"
"847","Fjerde akt",4,"Barselsstuen Komedie",26,"Scene 6",6,"Corfitz",NA,"Tag mig 10 bouteiller vin herind som står i sandet, vær som en ild og tag glas med.",NA,"Barselsstuen",4,"(1724)"
"848","Fjerde akt",4,"Barselsstuen Komedie",27,"Scene 6",6,"2. officer",NA,"Ej, hr. Corfitz, det gjordes ikke fornødent, vi kunne have nok i de 6.",NA,"Barselsstuen",4,"(1724)"
"849","Fjerde akt",4,"Barselsstuen Komedie",28,"Scene 6",6,"Corfitz",NA,"Lad kun blive da med vinen, Marie.",NA,"Barselsstuen",4,"(1724)"
"850","Fjerde akt",4,"Barselsstuen Komedie",29,"Scene 6",6,"2. officer",NA,"Gebet Achtung, Musketiers!",NA,"Barselsstuen",4,"(1724)"
"851","Fjerde akt",4,"Barselsstuen Komedie",30,"Scene 6",6,"Corfitz",NA,"Kan dit forbandede menneske ikke bringe mig straks de 10 bouteiller som jeg forlanger?",NA,"Barselsstuen",4,"(1724)"
"852","Fjerde akt",4,"Barselsstuen Komedie",31,"Scene 6",6,NA,NA,NA,"(Pigen går ind)","Barselsstuen",1,"(1724)"
"853","Fjerde akt",4,"Barselsstuen Komedie",32,"Scene 6",6,"Corfitz",NA,"Ak, Ihr Herrn, jeg er ikke ærgerrig; måtte de ikke stikke bajonetterne ind igen?",NA,"Barselsstuen",4,"(1724)"
"854","Fjerde akt",4,"Barselsstuen Komedie",33,"Scene 6",6,"2. officer",NA,"Ej, hr. Corfitz, hvad jeg gør, er kun af skyldighed til ham og hans hus.",NA,"Barselsstuen",4,"(1724)"
"855","Fjerde akt",4,"Barselsstuen Komedie",34,"Scene 6",6,"Corfitz",NA,"Serviteur, min hr. kaptajn.",NA,"Barselsstuen",4,"(1724)"
"856","Fjerde akt",4,"Barselsstuen Komedie",35,"Scene 6",6,"2. officer",NA,"Mine folk bruger altid disse eksercitser i huse som jeg har respekt for. Der er aldrig sket nogen ulykke derved. Vel er sandt at musketeren Jens Påske, som står ved den højre side, er noget forvirret i hovedet iblandt. Jeg har ikke hørt at han har gjort nogen ulykke siden forgangne sommer da han stak en vært med bajonetten bag i ryggen, men værten lever endnu.",NA,"Barselsstuen",4,"(1724)"
"857","Fjerde akt",4,"Barselsstuen Komedie",36,"Scene 6",6,"Corfitz","(tager i lommen)",NA,NA,"Barselsstuen",3,"(1724)"
"858","Fjerde akt",4,"Barselsstuen Komedie",37,"Scene 6",6,"Corfitz",NA,"Se der, monsieur Påske, der har I to mark for den ære I har bevist mig. Stik nu kun ind igen.",NA,"Barselsstuen",4,"(1724)"
"859","Fjerde akt",4,"Barselsstuen Komedie",38,"Scene 6",6,"2. officer",NA,"Stekket die Bajoneten wieder ein!",NA,"Barselsstuen",4,"(1724)"
"860","Fjerde akt",4,"Barselsstuen Komedie",39,"Scene 6",6,NA,NA,NA,"(De stikker bajonetterne ind)","Barselsstuen",1,"(1724)"
"861","Fjerde akt",4,"Barselsstuen Komedie",40,"Scene 6",6,"2. officer",NA,"Jeg har også en anden eksercits hvormed jeg honorerer værten i huset, om monsieur ville se den.",NA,"Barselsstuen",4,"(1724)"
"862","Fjerde akt",4,"Barselsstuen Komedie",41,"Scene 6",6,"Corfitz",NA,"En anden gang, hr. kaptajn! Jeg har nok af den første.",NA,"Barselsstuen",4,"(1724)"
"863","Fjerde akt",4,"Barselsstuen Komedie",42,"Scene 6",6,NA,NA,NA,"(Pigen kommer ind med bouteiller igen, og Corfitz vinker at hun skal blive tilbage)","Barselsstuen",1,"(1724)"
"864","Fjerde akt",4,"Barselsstuen Komedie",43,"Scene 6",6,"2. officer",NA,"Jeg må dog vise min herre den anden eksercits.Gebet Achtung, Musketiers!",NA,"Barselsstuen",4,"(1724)"
"865","Fjerde akt",4,"Barselsstuen Komedie",44,"Scene 6",6,"Corfitz",NA,"Ej, min herre, det er alt for stor umage.",NA,"Barselsstuen",4,"(1724)"
"866","Fjerde akt",4,"Barselsstuen Komedie",45,"Scene 6",6,"2. officer",NA,"Slet ingen umage, min herre! Gebet Achtung!",NA,"Barselsstuen",4,"(1724)"
"867","Fjerde akt",4,"Barselsstuen Komedie",46,"Scene 6",6,"Corfitz",NA,"Marie! Hvor bli’r din so af med bou teillerne? Lad os kun nu drikke, I gode herrer.",NA,"Barselsstuen",4,"(1724)"
"868","Fjerde akt",4,"Barselsstuen Komedie",47,"Scene 6",6,NA,NA,NA,"(De giver sig til at drikke skåler på kontinuation at få flere børn)","Barselsstuen",1,"(1724)"
"869","Fjerde akt",4,"Barselsstuen Komedie",1,"Scene 7",7,NA,NA,NA,"Corfitz, 1. officer, 2. officer, 2 drukne mænd","Barselsstuen",1,"(1724)"
"870","Fjerde akt",4,"Barselsstuen Komedie",2,"Scene 7",7,NA,NA,NA,"(De to drukne mænd kommer ind, omfavner og kysser Corfitz)","Barselsstuen",1,"(1724)"
"871","Fjerde akt",4,"Barselsstuen Komedie",3,"Scene 7",7,"",NA,"Ak, svoger! Hvilken glæde er det ikke for jer at have fået en livsarving!",NA,"Barselsstuen",4,"(1724)"
"872","Fjerde akt",4,"Barselsstuen Komedie",4,"Scene 7",7,"2. mand",NA,"Vi har min tro drukket således, svoger, på jeres kones og kære børns sundhed i dag at vi er ganske blevet beskænkede.",NA,"Barselsstuen",4,"(1724)"
"873","Fjerde akt",4,"Barselsstuen Komedie",5,"Scene 7",7,"Corfitz","(sagte)",NA,NA,"Barselsstuen",3,"(1724)"
"874","Fjerde akt",4,"Barselsstuen Komedie",6,"Scene 7",7,"Corfitz",NA,"Denne svogertitel skurrer forbandet i mine øren. Jeg er bange for at jeg kommer i svogerskab med hele verden.",NA,"Barselsstuen",4,"(1724)"
"875","Fjerde akt",4,"Barselsstuen Komedie",7,"Scene 7",7,"1. mand",NA,"Men vi har endnu lidt rum for et par bouteiller af jeres gamle vin.",NA,"Barselsstuen",4,"(1724)"
"876","Fjerde akt",4,"Barselsstuen Komedie",8,"Scene 7",7,"2. mand",NA,"Ja, sandt at sige, vi er kommet hid for at lade os traktere.",NA,"Barselsstuen",4,"(1724)"
"877","Fjerde akt",4,"Barselsstuen Komedie",9,"Scene 7",7,NA,NA,NA,"(Han tager et af officerernes glas og drikker skål af. Officeren rejser sig, tager et andet glas, som er lidt vin i, og slår ham i ansigtet med. De kommer i klammeri og fordrer hinanden ud på gaden. Corfitz kryber af frygt under bordet, og soldaterne, når de går ud, tager bouteillerne med sig)","Barselsstuen",1,"(1724)"
"878","Fjerde akt",4,"Barselsstuen Komedie",1,"Scene 8",8,NA,NA,NA,"Gothard, Troels, Corfitz","Barselsstuen",1,"(1724)"
"879","Fjerde akt",4,"Barselsstuen Komedie",2,"Scene 8",8,"Troels",NA,"Her må have været fremmede; her står glas på bordet.",NA,"Barselsstuen",4,"(1724)"
"880","Fjerde akt",4,"Barselsstuen Komedie",3,"Scene 8",8,"Gothard",NA,"Ja, I er vel ikke fri for fremmede nu fra morgen til aften.",NA,"Barselsstuen",4,"(1724)"
"881","Fjerde akt",4,"Barselsstuen Komedie",4,"Scene 8",8,"Corfitz","(rækkende hovedet frem)",NA,NA,"Barselsstuen",3,"(1724)"
"882","Fjerde akt",4,"Barselsstuen Komedie",5,"Scene 8",8,"Corfitz",NA,"Troels, er de alt borte?",NA,"Barselsstuen",4,"(1724)"
"883","Fjerde akt",4,"Barselsstuen Komedie",6,"Scene 8",8,"Troels",NA,"Her er ingen uden monsieur Gothard, som husbond har haft bud efter.",NA,"Barselsstuen",4,"(1724)"
"884","Fjerde akt",4,"Barselsstuen Komedie",7,"Scene 8",8,"Corfitz","(kommer frem)",NA,NA,"Barselsstuen",3,"(1724)"
"885","Fjerde akt",4,"Barselsstuen Komedie",8,"Scene 8",8,"Corfitz",NA,"Er Jens Påske også borte?",NA,"Barselsstuen",4,"(1724)"
"886","Fjerde akt",4,"Barselsstuen Komedie",9,"Scene 8",8,"Troels",NA,"Jeg har ikke set hverken Jens Jul eller Jens Påske.",NA,"Barselsstuen",4,"(1724)"
"887","Fjerde akt",4,"Barselsstuen Komedie",10,"Scene 8",8,"Gothard",NA,"Hvordan er fat, monsieur Corfitz? Hvorfor sad han under bordet?",NA,"Barselsstuen",4,"(1724)"
"888","Fjerde akt",4,"Barselsstuen Komedie",11,"Scene 8",8,"Corfitz",NA,"Det var mest af frygt for Jens Påske. I skal vide, monsieur, at her havde nær sket mord i mit hus.",NA,"Barselsstuen",4,"(1724)"
"889","Fjerde akt",4,"Barselsstuen Komedie",12,"Scene 8",8,"Gothard",NA,"Hvad var årsag dertil?",NA,"Barselsstuen",4,"(1724)"
"890","Fjerde akt",4,"Barselsstuen Komedie",13,"Scene 8",8,"Corfitz",NA,"Årsag dertil? Vore forbandede moder at vi skal have huset fuld af folk hver gang et barn fødes. I har jo selv set, monsieur, hvordan til er gået i min kones stue i disse dage.",NA,"Barselsstuen",4,"(1724)"
"891","Fjerde akt",4,"Barselsstuen Komedie",14,"Scene 8",8,"Gothard",NA,"Jeg? Jeg har min tro ikke set jeres kone siden jeg ved ikke hvor længe.",NA,"Barselsstuen",4,"(1724)"
"892","Fjerde akt",4,"Barselsstuen Komedie",15,"Scene 8",8,"Corfitz",NA,"Monsieur, stil jer ikke så hellig an. Jeg ved bedre.",NA,"Barselsstuen",4,"(1724)"
"893","Fjerde akt",4,"Barselsstuen Komedie",16,"Scene 8",8,"Gothard",NA,"Det er en mørk tale for mig.",NA,"Barselsstuen",4,"(1724)"
"894","Fjerde akt",4,"Barselsstuen Komedie",17,"Scene 8",8,"Corfitz",NA,"Vil I bekende med det gode, så skal jeg pardonnere jer. Hvis ikke, så skal I blive exemplariter straffet.",NA,"Barselsstuen",4,"(1724)"
"895","Fjerde akt",4,"Barselsstuen Komedie",18,"Scene 8",8,"Gothard",NA,"Monsieur, jeg tror at dette klammeri har således forvirret jeres hjerne at I ved ikke hvad I siger.",NA,"Barselsstuen",4,"(1724)"
"896","Fjerde akt",4,"Barselsstuen Komedie",19,"Scene 8",8,"Corfitz",NA,"I skal få at vide at jeg ved hvad jeg siger.",NA,"Barselsstuen",4,"(1724)"
"897","Fjerde akt",4,"Barselsstuen Komedie",20,"Scene 8",8,"Gothard",NA,"Hvad pokker er det I siger? Hvad har jeg gjort? Hvad vil I gøre mig?",NA,"Barselsstuen",4,"(1724)"
"898","Fjerde akt",4,"Barselsstuen Komedie",21,"Scene 8",8,"Corfitz",NA,"I må vide at her er lov og ret i landet.",NA,"Barselsstuen",4,"(1724)"
"899","Fjerde akt",4,"Barselsstuen Komedie",22,"Scene 8",8,"Gothard",NA,"Det ved jeg helt vel, men hvad ulovligt har jeg bedrevet?",NA,"Barselsstuen",4,"(1724)"
"900","Fjerde akt",4,"Barselsstuen Komedie",23,"Scene 8",8,"Corfitz",NA,"Om jeg erindrer loven ret, så bør I for eders gerninger straffes på livet.",NA,"Barselsstuen",4,"(1724)"
"901","Fjerde akt",4,"Barselsstuen Komedie",24,"Scene 8",8,"Gothard",NA,"Alt dette er jo en gal mands snak.",NA,"Barselsstuen",4,"(1724)"
"902","Fjerde akt",4,"Barselsstuen Komedie",25,"Scene 8",8,"Corfitz",NA,"Ja, stikkes i en sæk og druknes.",NA,"Barselsstuen",4,"(1724)"
"903","Fjerde akt",4,"Barselsstuen Komedie",26,"Scene 8",8,"Gothard",NA,"Monsieur, når I beviser mig noget over, så er tid for mig at forsvare mig.",NA,"Barselsstuen",4,"(1724)"
"904","Fjerde akt",4,"Barselsstuen Komedie",27,"Scene 8",8,"Corfitz",NA,"Jeg skal inden aften have bevist hvad jeg siger.",NA,"Barselsstuen",4,"(1724)"
"905","Fjerde akt",4,"Barselsstuen Komedie",28,"Scene 8",8,"Troels",NA,"Det banker vist.",NA,"Barselsstuen",4,"(1724)"
"906","Fjerde akt",4,"Barselsstuen Komedie",29,"Scene 8",8,"Troels",NA,NA,"(Løber til døren og kommer tilbage)","Barselsstuen",2,"(1724)"
"907","Fjerde akt",4,"Barselsstuen Komedie",30,"Scene 8",8,"Troels",NA,"Hele gangen er fuld af fremmede mænd som måske vil gratulationere husbond.",NA,"Barselsstuen",4,"(1724)"
"908","Fjerde akt",4,"Barselsstuen Komedie",31,"Scene 8",8,"Corfitz",NA,"Gid de får en ulykke med deres gratulationer! Lad ham tage imod dem. Han har mere del deri end jeg. Du kan ellers sige at jeg ikke er hjemme.",NA,"Barselsstuen",4,"(1724)"
"909","Fjerde akt",4,"Barselsstuen Komedie",32,"Scene 8",8,NA,NA,NA,"(Går ind. Troels går også bort)","Barselsstuen",1,"(1724)"
"910","Fjerde akt",4,"Barselsstuen Komedie",1,"Scene 9",9,"Gothard","(alene)",NA,NA,"Barselsstuen",3,"(1724)"
"911","Fjerde akt",4,"Barselsstuen Komedie",2,"Scene 9",9,"Gothard",NA,"Hvad pokker er dette for et eventyr? Jeg ved ikke enten jeg våger eller drømmer. Jeg har informeret hans kone i musikken førend hun blev gift, og siden hun fik denne mand, været 2 eller 3 gange i huset. Derfor skal jeg stikkes i en sæk og druknes. Vidste jeg at jeg havde talt et ublu ord til hende, så skulle det aldrig fortryde mig. Det gør mig mest ondt for den stakkels unge kone at hun uskyldigt skal blive forført, thi jeg har ikke mærket uden alt det som er ærligt og skikkeligt hos hende. Men der kommer drengen igen. Jeg må fritte ham derom.",NA,"Barselsstuen",4,"(1724)"
"912","Fjerde akt",4,"Barselsstuen Komedie",3,"Scene 9",9,"Gothard",NA,"Hør, Troels, drømmer jeg eller våger jeg? Er det din husbonds hus jeg er kommet i eller ej? Hører jeg ret eller ej? Ser jeg ret, eller er jeg blind?",NA,"Barselsstuen",4,"(1724)"
"913","Fjerde akt",4,"Barselsstuen Komedie",4,"Scene 9",9,"Troels",NA,"Jo, nu ser I ret, monsieur. Men inden aften måske I kommer kun at se med ét øje. Det banker igen!",NA,"Barselsstuen",4,"(1724)"
"914","Fjerde akt",4,"Barselsstuen Komedie",5,"Scene 9",9,"Troels",NA,NA,"(Løber til døren)","Barselsstuen",2,"(1724)"
"915","Fjerde akt",4,"Barselsstuen Komedie",6,"Scene 9",9,"Troels",NA,"I gode mænd, min husbond siger at han ikke er hjemme.",NA,"Barselsstuen",4,"(1724)"
"916","Fjerde akt",4,"Barselsstuen Komedie",7,"Scene 9",9,"Troels",NA,NA,"(Kommer tilbage igen)","Barselsstuen",2,"(1724)"
"917","Fjerde akt",4,"Barselsstuen Komedie",8,"Scene 9",9,"Troels",NA,"Vort hus er i disse dage ligesom en belejret by. Nu har jeg nylig slået to storme af. Men det bli’r ikke derved.",NA,"Barselsstuen",4,"(1724)"
"918","Fjerde akt",4,"Barselsstuen Komedie",9,"Scene 9",9,"Gothard",NA,"Hvad vil du sige dermed, Troels, at jeg inden aften kun kommer at se med ét øje?",NA,"Barselsstuen",4,"(1724)"
"919","Fjerde akt",4,"Barselsstuen Komedie",10,"Scene 9",9,"Troels",NA,"Jeg ville ønske, monsieur, at det kom ikke videre, og at I ikke mister dem begge.",NA,"Barselsstuen",4,"(1724)"
"920","Fjerde akt",4,"Barselsstuen Komedie",11,"Scene 9",9,"Gothard",NA,"Jeg kan min tro ikke andet end le af alt dette. Det er jo ikke andet end en komedie.",NA,"Barselsstuen",4,"(1724)"
"921","Fjerde akt",4,"Barselsstuen Komedie",12,"Scene 9",9,"Troels",NA,"Nej, monsieur, det vil blive til en tragedie, thi at miste sit øje er noget som ikke er at le af.",NA,"Barselsstuen",4,"(1724)"
"922","Fjerde akt",4,"Barselsstuen Komedie",13,"Scene 9",9,"Gothard",NA,"Hvad er det da?",NA,"Barselsstuen",4,"(1724)"
"923","Fjerde akt",4,"Barselsstuen Komedie",14,"Scene 9",9,"Troels",NA,"Jeg skal straks sige jer det. Det banker. Jeg må til døren først og afslå den tredje storm.",NA,"Barselsstuen",4,"(1724)"
"924","Fjerde akt",4,"Barselsstuen Komedie",15,"Scene 9",9,"Troels",NA,NA,"(Løber til døren og råber:)","Barselsstuen",2,"(1724)"
"925","Fjerde akt",4,"Barselsstuen Komedie",16,"Scene 9",9,"Troels",NA,"Min husbond er ikke hjemme, i djævels skind og ben!",NA,"Barselsstuen",4,"(1724)"
"926","Fjerde akt",4,"Barselsstuen Komedie",17,"Scene 9",9,"Troels",NA,NA,"(Kommer tilbage)","Barselsstuen",2,"(1724)"
"927","Fjerde akt",4,"Barselsstuen Komedie",18,"Scene 9",9,"Troels",NA,"Hør, monsieur, min husbond har haft jer længe mistænkt for sin kone. En af de madamer som har gjort visit i dag, siger at hun så en karl ligge skjult i barselsstuen. Husbond tror det er jer. Men som han ingen ret bevis har, vil han få gamle Gunild at slå et øje ud på samme karl og siden, når han er blevet tegnet, forfølge ham med retten. Har I derfor jeres øje kært, så bekend i tide. Men det banker igen.",NA,"Barselsstuen",4,"(1724)"
"928","Fjerde akt",4,"Barselsstuen Komedie",19,"Scene 9",9,"Troels",NA,NA,"(Løber til døren)","Barselsstuen",2,"(1724)"
"929","Fjerde akt",4,"Barselsstuen Komedie",20,"Scene 9",9,"Gothard",NA,"Ha ha ha! Jeg kender denne gamle Gunild. Hun skal spille ham et puds for min skyld, thi han bør prostitueres for hele verden. Jeg skal også sætte andre ud at fiksere ham.",NA,"Barselsstuen",4,"(1724)"
"930","Fjerde akt",4,"Barselsstuen Komedie",21,"Scene 9",9,"Troels","(tilbage)",NA,NA,"Barselsstuen",3,"(1724)"
"931","Fjerde akt",4,"Barselsstuen Komedie",22,"Scene 9",9,"Troels",NA,"I hunde! Vil I trænge ind med magt i et hus?",NA,"Barselsstuen",4,"(1724)"
"932","Fjerde akt",4,"Barselsstuen Komedie",23,"Scene 9",9,"Gothard",NA,"Adieu, Troels, vi ser hinanden nok igen med det første.",NA,"Barselsstuen",4,"(1724)"
"933","Fjerde akt",4,"Barselsstuen Komedie",24,"Scene 9",9,"Troels",NA,"Men kun med ét øje.",NA,"Barselsstuen",4,"(1724)"
"934","Fjerde akt",4,"Barselsstuen Komedie",25,"Scene 9",9,NA,NA,NA,"(De går begge bort)","Barselsstuen",1,"(1724)"
"935","Fjerde akt",4,"Barselsstuen Komedie",26,"Scene 9",9,NA,NA,NA,"(Finis actus quarti)","Barselsstuen",1,"(1724)"
"936","Femte akt",5,"Barselsstuen Komedie",1,"Scene 1",1,"Corfitz",NA,"Jeg har måttet gribe til de midler som jeg aldrig har tænkt på. Jeg ved nok at det er syndigt at bruge disse gamle trold kællinger, men jeg vil hellere dø end dette skal gå uhævnet af. Men der kommer Troels tilbage. Hør, Troels, kommer kællingen?",NA,"Barselsstuen",4,"(1724)"
"937","Femte akt",5,"Barselsstuen Komedie",2,"Scene 1",1,"Troels",NA,"Ja, hun kommer straks. Men ret som jeg skulle gå fra hende, mødte mig en som ser folk i hænderne. Han bød sig til for penge at sige mig min skæbne. Men jeg skøtter ikke om at vide min skæbne. Vil husbond ellers bruge ham, så er han her udenfor. Måske han kan være bedre end kællingen.",NA,"Barselsstuen",4,"(1724)"
"938","Femte akt",5,"Barselsstuen Komedie",3,"Scene 1",1,"Corfitz",NA,"Lad ham komme ind.",NA,"Barselsstuen",4,"(1724)"
"939","Femte akt",5,"Barselsstuen Komedie",1,"Scene 2",2,NA,NA,NA,"Corfitz, en chiromanticus, Troels","Barselsstuen",1,"(1724)"
"940","Femte akt",5,"Barselsstuen Komedie",2,"Scene 2",2,"Corfitz",NA,"Hans tjener, hr. doktor, jeg ville gerne spørge ham til råds i noget.",NA,"Barselsstuen",4,"(1724)"
"941","Femte akt",5,"Barselsstuen Komedie",3,"Scene 2",2,"Chiromanticus",NA,"Er det in mathesi inferiori, superiori, chiromantia, necromantia, arte onirocritica, talismannica, magia naturali sive diabolica, det er mig lige godt, thi jeg er karl for min hat i det ene såvel som det andet.",NA,"Barselsstuen",4,"(1724)"
"942","Femte akt",5,"Barselsstuen Komedie",4,"Scene 2",2,"Corfitz",NA,"Nej, herre, det er noget andet.",NA,"Barselsstuen",4,"(1724)"
"943","Femte akt",5,"Barselsstuen Komedie",5,"Scene 2",2,"",NA,"Vil I noget andet, så må I gå til doktoren.",NA,"Barselsstuen",4,"(1724)"
"944","Femte akt",5,"Barselsstuen Komedie",6,"Scene 2",2,"Corfitz",NA,"Nej, herre, jeg har gudskelov et sundt legeme; men jeg er svag på sjælens vegne.",NA,"Barselsstuen",4,"(1724)"
"945","Femte akt",5,"Barselsstuen Komedie",7,"Scene 2",2,"Chiromanticus",NA,"Apropos I taler om sjælen: Hvad er sjælen? Detur definitio animæ, ut audiam, quam hypothesin sequeris, an Moschi et qui eum sequuntur, Democriti, Epicuri, Lucretii, an Platonis, an Aristotelis, an ...",NA,"Barselsstuen",4,"(1724)"
"946","Femte akt",5,"Barselsstuen Komedie",8,"Scene 2",2,"Corfitz",NA,"Det gi’r jeg ham at betænke.",NA,"Barselsstuen",4,"(1724)"
"947","Femte akt",5,"Barselsstuen Komedie",9,"Scene 2",2,"Chiromanticus",NA,"An peripateticus es, an scepticus, an stoicus, an ...",NA,"Barselsstuen",4,"(1724)"
"948","Femte akt",5,"Barselsstuen Komedie",10,"Scene 2",2,"Corfitz",NA,"Jeg forstår ikke hvad I siger, jeg er ustuderet.",NA,"Barselsstuen",4,"(1724)"
"949","Femte akt",5,"Barselsstuen Komedie",11,"Scene 2",2,"Chiromanticus",NA,"Sig mig da på dansk: Hvad er jeres mening om sjælen?",NA,"Barselsstuen",4,"(1724)"
"950","Femte akt",5,"Barselsstuen Komedie",12,"Scene 2",2,"Corfitz",NA,"Min herre, det er noget som er ganske skjult for mig.",NA,"Barselsstuen",4,"(1724)"
"951","Femte akt",5,"Barselsstuen Komedie",13,"Scene 2",2,"Chiromanticus",NA,"Haha! I er en scepticus, I har antaget den fordømmeligste sekt; at tvivle om alting er jo rette vej til ateisteri. Jeg tør sige i jeres åbne øjne at Pyrrhus, som er autor til den sekt, var en slyngel, et bæst, en flegel, en sinke, en dåre, en nar, en flæskefante etc. etc. etc.",NA,"Barselsstuen",4,"(1724)"
"952","Femte akt",5,"Barselsstuen Komedie",14,"Scene 2",2,"Corfitz",NA,"Min herre, I forstår ikke min mening.",NA,"Barselsstuen",4,"(1724)"
"953","Femte akt",5,"Barselsstuen Komedie",15,"Scene 2",2,"Chiromanticus",NA,"Jo, jeg forstår. Jeg har visse principia at gå efter. Jeg er en stoicus. Gid I var det samme, så var det bedre både for jer og jeres hus.",NA,"Barselsstuen",4,"(1724)"
"954","Femte akt",5,"Barselsstuen Komedie",16,"Scene 2",2,"Corfitz",NA,"Min herre, jeg er en ærlig mand og en god kristen, det er mig nok.",NA,"Barselsstuen",4,"(1724)"
"955","Femte akt",5,"Barselsstuen Komedie",17,"Scene 2",2,"Chiromanticus",NA,"Hvorledes kan I være kristen og scepticus tillige? Jeg må eksaminere karlen lidt mere. Quot sunt elementa? Hvor mange elementer holder I for der er?",NA,"Barselsstuen",4,"(1724)"
"956","Femte akt",5,"Barselsstuen Komedie",18,"Scene 2",2,"Corfitz",NA,"Det ved jeg nok uden jeg har studeret. Der er fire elementer: ild, vand, luft.",NA,"Barselsstuen",4,"(1724)"
"957","Femte akt",5,"Barselsstuen Komedie",19,"Scene 2",2,"Chiromanticus",NA,"Hvor blev det fjerde element af? Det er det som I står på.",NA,"Barselsstuen",4,"(1724)"
"958","Femte akt",5,"Barselsstuen Komedie",20,"Scene 2",2,"Troels",NA,"Jeg ved dem alle fire, hr. doktor. Det er ild, vand, luft og mine sko, dem står jeg på.",NA,"Barselsstuen",4,"(1724)"
"959","Femte akt",5,"Barselsstuen Komedie",21,"Scene 2",2,"Chiromanticus",NA,"Du er en ignorant; lad mig tale med din herre.",NA,"Barselsstuen",4,"(1724)"
"960","Femte akt",5,"Barselsstuen Komedie",22,"Scene 2",2,"Corfitz","(sagte)",NA,NA,"Barselsstuen",3,"(1724)"
"961","Femte akt",5,"Barselsstuen Komedie",23,"Scene 2",2,"Corfitz",NA,"Den karl er lige så forbandet som den forrige. Førend jeg skulle lade nogen af mine børn studere, før skulle jeg vride halsen om på dem.",NA,"Barselsstuen",4,"(1724)"
"962","Femte akt",5,"Barselsstuen Komedie",24,"Scene 2",2,"Corfitz","(Højt)","Hr. doktor, tillad mig dog at sige 3 a 4 ord.",NA,"Barselsstuen",6,"(1724)"
"963","Femte akt",5,"Barselsstuen Komedie",25,"Scene 2",2,"Chiromanticus",NA,"Hjertelig gerne, men med kondition at I taler methodice in forma syllogismi.",NA,"Barselsstuen",4,"(1724)"
"964","Femte akt",5,"Barselsstuen Komedie",26,"Scene 2",2,"Corfitz",NA,"Jeg har fået nogle griller i hovedet og tvivler om min hustrus troskab.",NA,"Barselsstuen",4,"(1724)"
"965","Femte akt",5,"Barselsstuen Komedie",27,"Scene 2",2,"Chiromanticus",NA,"Ha ha ha! Purus putus scepticismus! Han tvivler om alting. Slige ateister skulle udryddes af landet. I skulle være stoicus som jeg, så tvivlede I hverken om jeres hustru eller noget andet.",NA,"Barselsstuen",4,"(1724)"
"966","Femte akt",5,"Barselsstuen Komedie",28,"Scene 2",2,"Troels","(sagte)",NA,NA,"Barselsstuen",3,"(1724)"
"967","Femte akt",5,"Barselsstuen Komedie",29,"Scene 2",2,"Troels",NA,"Jeg er da en skoicus, thi jeg sagde at det sidste element var mine sko.",NA,"Barselsstuen",4,"(1724)"
"968","Femte akt",5,"Barselsstuen Komedie",30,"Scene 2",2,"Corfitz",NA,"Monsieur, I gør mig gal med jeres forbandede snak. Just fordi jeg tvivler, derfor spør’ jeg jer til råds for at blive oplyst.",NA,"Barselsstuen",4,"(1724)"
"969","Femte akt",5,"Barselsstuen Komedie",31,"Scene 2",2,"Chiromanticus",NA,"Godt, godt! Vil I kuns lade jer sige, så skal jeg nok omvende jer. Hvad vil I da vide af mig? Er det noget i naturlige sager?",NA,"Barselsstuen",4,"(1724)"
"970","Femte akt",5,"Barselsstuen Komedie",32,"Scene 2",2,"Corfitz",NA,"Ja, alt for naturligt.",NA,"Barselsstuen",4,"(1724)"
"971","Femte akt",5,"Barselsstuen Komedie",33,"Scene 2",2,"Chiromanticus",NA,"Er det in physica coelesti eller terrestri, på himlen eller på jorden?",NA,"Barselsstuen",4,"(1724)"
"972","Femte akt",5,"Barselsstuen Komedie",34,"Scene 2",2,"Corfitz",NA,"Det er i mit eget hus, så må det jo være på jorden.",NA,"Barselsstuen",4,"(1724)"
"973","Femte akt",5,"Barselsstuen Komedie",35,"Scene 2",2,"Chiromanticus",NA,"Bene! Da lad os blive på jorden. I vil måske vide noget de fontium origine, de fluviorum incrementis et decrementis, de oceani qualitate, terræ magnitudine, eller noget in philosophia occulta?",NA,"Barselsstuen",4,"(1724)"
"974","Femte akt",5,"Barselsstuen Komedie",36,"Scene 2",2,"Corfitz",NA,"Jeg forstår i pokkers skind ikke hvad I siger. Tal dansk!",NA,"Barselsstuen",4,"(1724)"
"975","Femte akt",5,"Barselsstuen Komedie",37,"Scene 2",2,"Chiromanticus",NA,"Jeg spør’ om I vil vide noget i hemmelige sager.",NA,"Barselsstuen",4,"(1724)"
"976","Femte akt",5,"Barselsstuen Komedie",38,"Scene 2",2,"Corfitz",NA,"Ja, vist er det hemmelige sager.",NA,"Barselsstuen",4,"(1724)"
